Simulation Parameters
Resistance,1000
Capacitance, 0.01

Input Voltage 1
Type, sinusoidalAmplitude, 10Frequency, 1000Phase Angle, 0DC Offset, 0

Simulation Results
t,V_in,V_out
0.0289375,-3.82683,-3.82684
0.029,1.42111e-012,2.04277e-007
0.0290625,3.82683,3.82683
0.029125,7.07107,7.07104
0.0291875,9.2388,9.23873
0.02925,10,9.99989
0.0293125,9.2388,9.23865
0.029375,7.07107,7.07089
0.0294375,3.82683,3.82663
0.0295,-1.31331e-012,-0.000211317
0.0295625,-3.82683,-3.82704
0.029625,-7.07107,-7.07125
0.0296875,-9.2388,-9.23894
0.02975,-10,-10.0001
0.0298125,-9.2388,-9.23886
0.029875,-7.07107,-7.0711
0.0299375,-3.82683,-3.82684
0.03,1.48972e-012,2.11314e-007
0.0300625,3.82683,3.82683
0.030125,7.07107,7.07104
0.0301875,9.2388,9.23873
0.03025,10,9.99989
0.0303125,9.2388,9.23865
0.030375,7.07107,7.07089
0.0304375,3.82683,3.82663
0.0305,-1.38191e-012,-0.000211309
0.0305625,-3.82683,-3.82704
0.030625,-7.07107,-7.07125
0.0306875,-9.2388,-9.23894
0.03075,-10,-10.0001
0.0308125,-9.2388,-9.23886
0.030875,-7.07107,-7.0711
0.0309375,-3.82683,-3.82684
0.031,1.55832e-012,2.18351e-007
0.0310625,3.82683,3.82683
0.031125,7.07107,7.07104
0.0311875,9.2388,9.23873
0.03125,10,9.99989
0.0313125,9.2388,9.23865
0.031375,7.07107,7.07089
0.0314375,3.82683,3.82663
0.0315,-1.1663e-012,-0.000211302
0.0315625,-3.82683,-3.82704
0.031625,-7.07107,-7.07125
0.0316875,-9.2388,-9.23894
0.03175,-10,-10.0001
0.0318125,-9.2388,-9.23886
0.031875,-7.07107,-7.0711
0.0319375,-3.82683,-3.82684
0.032,1.34271e-012,2.25387e-007
0.0320625,3.82683,3.82683
0.032125,7.07107,7.07104
0.0321875,9.2388,9.23873
0.03225,10,9.99989
0.0323125,9.2388,9.23865
0.032375,7.07107,7.07089
0.0324375,3.82683,3.82663
0.0325,-1.2349e-012,-0.000211295
0.0325625,-3.82683,-3.82704
0.032625,-7.07107,-7.07125
0.0326875,-9.2388,-9.23894
0.03275,-10,-10.0001
0.0328125,-9.2388,-9.23886
0.032875,-7.07107,-7.0711
0.0329375,-3.82683,-3.82684
0.033,1.41132e-012,2.32422e-007
0.0330625,3.82683,3.82683
0.033125,7.07107,7.07104
0.0331875,9.2388,9.23873
0.03325,10,9.99989
0.0333125,9.2388,9.23865
0.033375,7.07107,7.07089
0.0334375,3.82683,3.82663
0.0335,-1.30351e-012,-0.000211288
0.0335625,-3.82683,-3.82704
0.033625,-7.07107,-7.07125
0.0336875,-9.2388,-9.23894
0.03375,-10,-10.0001
0.0338125,-9.2388,-9.23886
0.033875,-7.07107,-7.0711
0.0339375,-3.82683,-3.82684
0.034,1.47992e-012,2.39458e-007
0.0340625,3.82683,3.82683
0.034125,7.07107,7.07104
0.0341875,9.2388,9.23873
0.03425,10,9.99989
0.0343125,9.2388,9.23865
0.034375,7.07107,7.07089
0.0344375,3.82683,3.82663
0.0345,-1.37211e-012,-0.000211281
0.0345625,-3.82683,-3.82704
0.034625,-7.07107,-7.07125
0.0346875,-9.2388,-9.23894
0.03475,-10,-10.0001
0.0348125,-9.2388,-9.23886
0.034875,-7.07107,-7.0711
0.0349375,-3.82683,-3.82684
0.035,1.54853e-012,2.46492e-007
0.0350625,3.82683,3.82683
0.035125,7.07107,7.07104
0.0351875,9.2388,9.23873
